,"DATE","TIME","CLOSE","HIGH","LOW","OPEN","VOLUME"
49,"2017-01-23","10:19:00","9.576","9.576","9.568999999999999","9.568999999999999","1691.0"
50,"2017-01-23","10:20:00","9.568","9.568999999999999","9.568","9.568999999999999","5113.0"
51,"2017-01-23","10:21:00","9.571","9.571","9.566","9.568999999999999","4647.0"
52,"2017-01-23","10:22:00","9.568","9.568","9.568","9.568","735.0"
53,"2017-01-23","10:23:00","9.571","9.572000000000001","9.568","9.568","627.0"
54,"2017-01-23","10:24:00","9.573","9.573","9.571","9.571","1660.0"
55,"2017-01-23","10:25:00","9.585","9.585","9.578","9.578","5640.0"
56,"2017-01-23","10:30:00","9.59","9.59","9.588","9.588","6079.0"
57,"2017-01-23","10:31:00","9.585","9.59","9.585","9.59","3381.0"
58,"2017-01-23","10:32:00","9.582","9.584","9.581","9.584","5286.0"
59,"2017-01-23","10:35:00","9.585","9.585","9.582","9.582","790.0"
60,"2017-01-23","10:36:00","9.586","9.586","9.586","9.586","773.0"
61,"2017-01-23","10:37:00","9.585","9.59","9.585","9.586","15840.0"
62,"2017-01-23","10:38:00","9.581","9.585","9.581","9.585","1423.0"
63,"2017-01-23","10:40:00","9.585","9.585","9.58","9.58","616.0"
64,"2017-01-23","10:43:00","9.58","9.58","9.58","9.58","700.0"
65,"2017-01-23","10:44:00","9.586","9.586","9.586","9.586","100.0"
66,"2017-01-23","10:45:00","9.587","9.587","9.587","9.587","10.0"
67,"2017-01-23","10:46:00","9.58","9.58","9.58","9.58","18.0"
68,"2017-01-23","10:47:00","9.58","9.58","9.58","9.58","100.0"
69,"2017-01-23","10:51:00","9.58","9.58","9.58","9.58","35.0"
70,"2017-01-23","10:52:00","9.579","9.58","9.579","9.58","3425.0"
71,"2017-01-23","10:53:00","9.579","9.579","9.576","9.579","4139.0"
72,"2017-01-23","10:54:00","9.576","9.576","9.573","9.573","893.0"
73,"2017-01-23","10:55:00","9.579","9.58","9.577","9.577","4031.0"
74,"2017-01-23","10:56:00","9.579","9.58","9.579","9.58","604.0"
75,"2017-01-23","10:58:00","9.579","9.579","9.577","9.577","255.0"
76,"2017-01-23","10:59:00","9.571","9.571","9.571","9.571","42.0"
77,"2017-01-23","11:00:00","9.568999999999999","9.577","9.568999999999999","9.577","1920.0"
78,"2017-01-23","11:01:00","9.568","9.568","9.565","9.565","1705.0"
79,"2017-01-23","11:03:00","9.565","9.565","9.562999999999999","9.562999999999999","832.0"
80,"2017-01-23","11:04:00","9.562999999999999","9.565","9.561","9.561","1774.0"
81,"2017-01-23","11:05:00","9.564","9.568999999999999","9.564","9.568999999999999","1116.0"
82,"2017-01-23","11:06:00","9.562999999999999","9.562999999999999","9.562999999999999","9.562999999999999","711.0"
83,"2017-01-23","11:08:00","9.564","9.564","9.564","9.564","2491.0"
84,"2017-01-23","11:12:00","9.562999999999999","9.565","9.562999999999999","9.565","3400.0"
85,"2017-01-23","11:13:00","9.565","9.565","9.565","9.565","711.0"
86,"2017-01-23","11:14:00","9.566","9.566","9.566","9.566","180.0"
87,"2017-01-23","11:15:00","9.568","9.568999999999999","9.568","9.568","1005.0"
88,"2017-01-23","11:17:00","9.568999999999999","9.568999999999999","9.568999999999999","9.568999999999999","500.0"
89,"2017-01-23","11:18:00","9.566","9.566","9.562999999999999","9.565","838.0"
90,"2017-01-23","11:22:00","9.562000000000001","9.562000000000001","9.562000000000001","9.562000000000001","7.0"
91,"2017-01-23","11:23:00","9.562000000000001","9.562000000000001","9.562000000000001","9.562000000000001","36.0"
92,"2017-01-23","11:28:00","9.568","9.568","9.568","9.568","1033.0"
93,"2017-01-23","11:32:00","9.562000000000001","9.562999999999999","9.56","9.562999999999999","7983.0"
94,"2017-01-23","11:33:00","9.567","9.567","9.566","9.566","673.0"
95,"2017-01-23","11:36:00","9.57","9.57","9.568","9.568","590.0"
96,"2017-01-23","11:39:00","9.562999999999999","9.568","9.562999999999999","9.568","151.0"
97,"2017-01-23","11:40:00","9.562999999999999","9.562999999999999","9.562999999999999","9.562999999999999","195.0"
98,"2017-01-23","11:44:00","9.568999999999999","9.568999999999999","9.562000000000001","9.562000000000001","729.0"
99,"2017-01-23","11:46:00","9.562999999999999","9.562999999999999","9.562999999999999","9.562999999999999","295.0"
100,"2017-01-23","11:48:00","9.565","9.568","9.565","9.567","1462.0"
101,"2017-01-23","11:52:00","9.567","9.568999999999999","9.565","9.568","2247.0"
102,"2017-01-23","11:54:00","9.566","9.568999999999999","9.566","9.568999999999999","131.0"
103,"2017-01-23","11:56:00","9.57","9.57","9.566","9.566","1391.0"
104,"2017-01-23","11:58:00","9.568","9.57","9.568","9.57","744.0"
105,"2017-01-23","11:59:00","9.571","9.572000000000001","9.566","9.567","8432.0"
106,"2017-01-23","12:00:00","9.576","9.579","9.574","9.574","11363.0"
107,"2017-01-23","12:02:00","9.579","9.579","9.578","9.579","1008.0"
108,"2017-01-23","12:04:00","9.58","9.58","9.58","9.58","876.0"
109,"2017-01-23","12:05:00","9.577","9.58","9.577","9.58","1057.0"
110,"2017-01-23","12:07:00","9.577","9.577","9.577","9.577","9.0"
111,"2017-01-23","12:08:00","9.577","9.577","9.577","9.577","31.0"
112,"2017-01-23","12:09:00","9.581","9.581","9.581","9.581","830.0"
113,"2017-01-23","12:10:00","9.585","9.585","9.585","9.585","808.0"
114,"2017-01-23","12:11:00","9.583","9.585","9.583","9.585","1437.0"
115,"2017-01-23","12:12:00","9.579","9.579","9.579","9.579","100.0"
116,"2017-01-23","12:13:00","9.579","9.587","9.579","9.587","494.0"
117,"2017-01-23","12:21:00","9.589","9.589","9.589","9.589","575.0"
118,"2017-01-23","12:22:00","9.589","9.589","9.588","9.589","2781.0"
119,"2017-01-23","12:24:00","9.585","9.59","9.585","9.59","2797.0"
120,"2017-01-23","12:26:00","9.59","9.59","9.589","9.59","11956.0"
121,"2017-01-23","12:27:00","9.587","9.587","9.587","9.587","277.0"
122,"2017-01-23","12:28:00","9.587","9.59","9.587","9.59","1930.0"
123,"2017-01-23","12:29:00","9.586","9.586","9.586","9.586","400.0"
124,"2017-01-23","12:30:00","9.582","9.582","9.582","9.582","277.0"
125,"2017-01-23","12:31:00","9.586","9.586","9.586","9.586","100.0"
126,"2017-01-23","12:34:00","9.585","9.586","9.585","9.586","856.0"
127,"2017-01-23","12:35:00","9.579","9.581","9.579","9.581","7655.0"
128,"2017-01-23","12:36:00","9.581","9.581","9.579","9.579","256.0"
129,"2017-01-23","12:37:00","9.58","9.58","9.577","9.577","731.0"
130,"2017-01-23","12:38:00","9.577","9.577","9.577","9.577","78.0"
131,"2017-01-23","12:40:00","9.577","9.577","9.577","9.577","72.0"
132,"2017-01-23","12:42:00","9.573","9.577","9.57","9.577","3390.0"
133,"2017-01-23","12:44:00","9.57","9.57","9.57","9.57","4132.0"
134,"2017-01-23","12:46:00","9.57","9.572000000000001","9.57","9.572000000000001","1566.0"
135,"2017-01-23","12:49:00","9.574","9.574","9.574","9.574","357.0"
136,"2017-01-23","12:51:00","9.574","9.574","9.574","9.574","1002.0"
137,"2017-01-23","12:52:00","9.57","9.57","9.57","9.57","626.0"
138,"2017-01-23","12:54:00","9.57","9.57","9.57","9.57","1344.0"
139,"2017-01-23","12:55:00","9.57","9.571","9.57","9.571","893.0"
140,"2017-01-23","12:59:00","9.568999999999999","9.568999999999999","9.568999999999999","9.568999999999999","1286.0"
141,"2017-01-23","13:00:00","9.568999999999999","9.57","9.568","9.57","1222.0"
142,"2017-01-23","13:03:00","9.565","9.568","9.565","9.568","3117.0"
143,"2017-01-23","13:05:00","9.562999999999999","9.562999999999999","9.562000000000001","9.562000000000001","2641.0"
144,"2017-01-23","13:07:00","9.57","9.57","9.565","9.565","4093.0"
145,"2017-01-23","13:08:00","9.568","9.568","9.567","9.568","1533.0"
146,"2017-01-23","13:09:00","9.565","9.567","9.565","9.565","1392.0"
147,"2017-01-23","13:10:00","9.565","9.568","9.565","9.568","849.0"
148,"2017-01-23","13:15:00","9.566","9.566","9.562999999999999","9.562999999999999","1399.0"
149,"2017-01-23","13:16:00","9.562999999999999","9.562999999999999","9.562999999999999","9.562999999999999","400.0"
150,"2017-01-23","13:17:00","9.562000000000001","9.565","9.562000000000001","9.565","2001.0"
151,"2017-01-23","13:21:00","9.562000000000001","9.562000000000001","9.561","9.561","2124.0"
152,"2017-01-23","13:22:00","9.567","9.567","9.564","9.564","917.0"
153,"2017-01-23","13:23:00","9.57","9.57","9.568999999999999","9.568999999999999","2426.0"
154,"2017-01-23","13:25:00","9.568999999999999","9.568999999999999","9.568999999999999","9.568999999999999","203.0"
155,"2017-01-23","13:26:00","9.568999999999999","9.568999999999999","9.567","9.568","1240.0"
156,"2017-01-23","13:28:00","9.568","9.568","9.568","9.568","108.0"
157,"2017-01-23","13:29:00","9.565","9.567","9.565","9.567","2413.0"
158,"2017-01-23","13:34:00","9.561","9.562000000000001","9.559","9.562000000000001","3443.0"
159,"2017-01-23","13:35:00","9.564","9.564","9.564","9.564","1921.0"
160,"2017-01-23","13:41:00","9.556000000000001","9.559","9.556000000000001","9.559","2057.0"
161,"2017-01-23","13:42:00","9.556000000000001","9.556000000000001","9.55","9.55","1367.0"
162,"2017-01-23","13:43:00","9.552999999999999","9.552999999999999","9.552999999999999","9.552999999999999","1536.0"
163,"2017-01-23","13:47:00","9.551","9.551","9.551","9.551","578.0"
164,"2017-01-23","13:48:00","9.552999999999999","9.552999999999999","9.552","9.552","2021.0"
165,"2017-01-23","13:50:00","9.552","9.555","9.55","9.554","13455.0"
166,"2017-01-23","13:51:00","9.552","9.552999999999999","9.552","9.552999999999999","1738.0"
167,"2017-01-23","13:54:00","9.552999999999999","9.552999999999999","9.552999999999999","9.552999999999999","613.0"
168,"2017-01-23","13:58:00","9.551","9.552","9.551","9.552","5923.0"
169,"2017-01-23","14:03:00","9.54","9.547","9.54","9.547","2579.0"
170,"2017-01-23","14:05:00","9.535","9.535","9.533999999999999","9.533999999999999","129.0"
171,"2017-01-23","14:06:00","9.522","9.533","9.522","9.533","858.0"
172,"2017-01-23","14:07:00","9.52","9.52","9.52","9.52","738.0"
173,"2017-01-23","14:08:00","9.525","9.525","9.522","9.522","10000.0"
174,"2017-01-23","14:09:00","9.539","9.54","9.531","9.531","10376.0"
175,"2017-01-23","14:12:00","9.544","9.544","9.544","9.544","125.0"
176,"2017-01-23","14:13:00","9.535","9.535","9.535","9.535","7.0"
177,"2017-01-23","14:18:00","9.542","9.542","9.542","9.542","390.0"
178,"2017-01-23","14:23:00","9.533","9.535","9.533","9.535","938.0"
179,"2017-01-23","14:28:00","9.539","9.539","9.53","9.533","1474.0"
180,"2017-01-23","14:29:00","9.527999999999999","9.531","9.527999999999999","9.531","841.0"
181,"2017-01-23","14:33:00","9.517999999999999","9.524","9.517999999999999","9.524","946.0"
182,"2017-01-23","14:34:00","9.511000000000001","9.511000000000001","9.506","9.51","4061.0"
183,"2017-01-23","14:35:00","9.508","9.508","9.508","9.508","315.0"
184,"2017-01-23","14:38:00","9.5","9.504","9.5","9.504","4599.0"
185,"2017-01-23","14:39:00","9.502","9.506","9.502","9.506","512.0"
186,"2017-01-23","14:41:00","9.501","9.502","9.501","9.502","1669.0"
187,"2017-01-23","14:42:00","9.499","9.5","9.499","9.5","2414.0"
188,"2017-01-23","14:44:00","9.498","9.499","9.498","9.499","1151.0"
189,"2017-01-23","14:46:00","9.49","9.495","9.49","9.495","1318.0"
190,"2017-01-23","14:48:00","9.488999999999999","9.49","9.488999999999999","9.49","396.0"
191,"2017-01-23","14:49:00","9.49","9.49","9.49","9.49","543.0"
192,"2017-01-23","14:50:00","9.486","9.488999999999999","9.486","9.488999999999999","955.0"
193,"2017-01-23","14:54:00","9.481","9.485","9.481","9.485","635.0"
194,"2017-01-23","14:55:00","9.481","9.481","9.477","9.481","1089.0"
195,"2017-01-23","14:57:00","9.479","9.479","9.479","9.479","40.0"
196,"2017-01-23","14:58:00","9.476","9.479","9.476","9.479","2234.0"
197,"2017-01-23","15:00:00","9.488","9.488","9.476","9.476","5278.0"
198,"2017-01-23","15:01:00","9.503","9.503","9.49","9.49","13408.0"
199,"2017-01-23","15:03:00","9.503","9.508","9.503","9.503","6262.0"
200,"2017-01-23","15:04:00","9.503","9.503","9.503","9.503","1200.0"
201,"2017-01-23","15:05:00","9.506","9.506","9.504","9.504","2300.0"
202,"2017-01-23","15:06:00","9.505","9.505","9.505","9.505","375.0"
203,"2017-01-23","15:07:00","9.505","9.505","9.505","9.505","3523.0"
204,"2017-01-23","15:08:00","9.506","9.506","9.506","9.506","357.0"
205,"2017-01-23","15:09:00","9.506","9.507","9.506","9.506","1901.0"
206,"2017-01-23","15:10:00","9.506","9.506","9.504","9.504","1467.0"
207,"2017-01-23","15:11:00","9.504","9.507","9.504","9.506","2290.0"
208,"2017-01-23","15:12:00","9.507","9.507","9.507","9.507","525.0"
209,"2017-01-23","15:13:00","9.504","9.504","9.504","9.504","18.0"
210,"2017-01-23","15:14:00","9.507","9.508","9.507","9.508","2115.0"
211,"2017-01-23","15:16:00","9.538","9.54","9.508","9.508","18886.0"
212,"2017-01-23","15:17:00","9.531","9.531","9.531","9.531","2482.0"
213,"2017-01-23","15:18:00","9.525","9.527999999999999","9.525","9.527999999999999","4749.0"
214,"2017-01-23","15:19:00","9.524","9.525","9.524","9.525","2121.0"
215,"2017-01-23","15:20:00","9.524","9.524","9.524","9.524","457.0"
216,"2017-01-23","15:21:00","9.527000000000001","9.527999999999999","9.524","9.524","9240.0"
217,"2017-01-23","15:22:00","9.536","9.536","9.533999999999999","9.533999999999999","2004.0"
218,"2017-01-23","15:23:00","9.526","9.53","9.523","9.526","8412.0"
219,"2017-01-23","15:24:00","9.523","9.523","9.523","9.523","395.0"
220,"2017-01-23","15:25:00","9.522","9.523","9.522","9.522","1546.0"
221,"2017-01-23","15:26:00","9.522","9.522","9.522","9.522","949.0"
222,"2017-01-23","15:27:00","9.521","9.521","9.521","9.521","300.0"
223,"2017-01-23","15:28:00","9.517999999999999","9.517999999999999","9.517999999999999","9.517999999999999","1200.0"
224,"2017-01-23","15:30:00","9.532","9.532","9.521","9.521","4386.0"
225,"2017-01-23","15:33:00","9.543","9.543","9.535","9.535","3867.0"
226,"2017-01-23","15:34:00","9.547","9.547","9.542","9.542","1730.0"
227,"2017-01-23","15:35:00","9.549","9.55","9.549","9.55","650.0"
228,"2017-01-23","15:36:00","9.548","9.548","9.548","9.548","190.0"
229,"2017-01-23","15:37:00","9.548","9.548","9.548","9.548","99.0"
230,"2017-01-23","15:39:00","9.549","9.549","9.543","9.543","833.0"
231,"2017-01-23","15:40:00","9.557","9.557","9.554","9.554","975.0"
232,"2017-01-23","15:43:00","9.548","9.55","9.537","9.55","7431.0"
233,"2017-01-23","15:44:00","9.557","9.557","9.544","9.544","753.0"
234,"2017-01-23","15:49:00","9.542","9.55","9.542","9.55","4953.0"
235,"2017-01-23","15:51:00","9.538","9.538","9.538","9.538","755.0"
236,"2017-01-23","15:53:00","9.539","9.539","9.539","9.539","1000.0"
237,"2017-01-23","15:54:00","9.535","9.535","9.535","9.535","947.0"
238,"2017-01-23","15:55:00","9.535","9.539","9.535","9.537","5416.0"
239,"2017-01-23","15:56:00","9.54","9.54","9.537","9.537","401.0"
240,"2017-01-23","15:58:00","9.533","9.533","9.533","9.533","6.0"
241,"2017-01-23","16:00:00","9.537","9.537","9.537","9.537","703.0"
242,"2017-01-23","16:01:00","9.533999999999999","9.533999999999999","9.533","9.533","3213.0"
243,"2017-01-23","16:02:00","9.533999999999999","9.533999999999999","9.533999999999999","9.533999999999999","2017.0"
244,"2017-01-23","16:03:00","9.542","9.542","9.542","9.542","324.0"
245,"2017-01-23","16:04:00","9.535","9.536","9.533999999999999","9.535","7528.0"
246,"2017-01-23","16:05:00","9.544","9.544","9.535","9.536","2111.0"
247,"2017-01-23","16:06:00","9.551","9.552","9.544","9.544","7431.0"
248,"2017-01-23","16:07:00","9.552999999999999","9.552999999999999","9.552999999999999","9.552999999999999","500.0"
249,"2017-01-23","16:08:00","9.551","9.551","9.551","9.551","322.0"
250,"2017-01-23","16:09:00","9.555","9.555","9.547","9.547","310.0"
251,"2017-01-23","16:10:00","9.56","9.561","9.552999999999999","9.552999999999999","28998.0"
252,"2017-01-23","16:12:00","9.559","9.56","9.559","9.56","1321.0"
253,"2017-01-23","16:13:00","9.561","9.561","9.561","9.561","100.0"
254,"2017-01-23","16:14:00","9.559","9.559","9.559","9.559","340.0"
255,"2017-01-23","16:15:00","9.559","9.559","9.559","9.559","1920.0"
256,"2017-01-23","16:16:00","9.555","9.557","9.555","9.556000000000001","506.0"
257,"2017-01-23","16:18:00","9.557","9.557","9.557","9.557","326.0"
258,"2017-01-23","16:19:00","9.556000000000001","9.556000000000001","9.556000000000001","9.556000000000001","387.0"
259,"2017-01-23","16:20:00","9.554","9.557","9.554","9.556000000000001","9291.0"
260,"2017-01-23","16:21:00","9.551","9.551","9.551","9.551","388.0"
261,"2017-01-23","16:23:00","9.552999999999999","9.552999999999999","9.548","9.552","15967.0"
262,"2017-01-23","16:24:00","9.548","9.555","9.548","9.555","1073.0"
263,"2017-01-23","16:26:00","9.547","9.554","9.547","9.549","4650.0"
264,"2017-01-23","16:27:00","9.558","9.558","9.546","9.55","13086.0"
265,"2017-01-23","16:28:00","9.559","9.559","9.556000000000001","9.556000000000001","1076.0"
266,"2017-01-23","16:30:00","9.562999999999999","9.562999999999999","9.556000000000001","9.556000000000001","797.0"
267,"2017-01-23","16:31:00","9.564","9.564","9.564","9.564","250.0"
268,"2017-01-23","16:33:00","9.559","9.565","9.559","9.564","1439.0"
269,"2017-01-23","16:34:00","9.555","9.556000000000001","9.555","9.556000000000001","640.0"
270,"2017-01-23","16:35:00","9.556000000000001","9.56","9.555","9.555","1567.0"
271,"2017-01-23","16:37:00","9.561","9.561","9.555","9.558","1158.0"
272,"2017-01-23","16:40:00","9.558","9.562000000000001","9.558","9.562000000000001","608.0"
273,"2017-01-23","16:41:00","9.564","9.564","9.564","9.564","2110.0"
274,"2017-01-23","16:42:00","9.559","9.562999999999999","9.559","9.562999999999999","942.0"
275,"2017-01-23","16:45:00","9.562999999999999","9.562999999999999","9.56","9.561","1584.0"
276,"2017-01-23","16:46:00","9.564","9.564","9.559","9.559","1393.0"
277,"2017-01-23","16:49:00","9.561","9.562999999999999","9.561","9.562999999999999","460.0"
278,"2017-01-23","16:51:00","9.561","9.561","9.561","9.561","81.0"
279,"2017-01-23","16:52:00","9.562999999999999","9.562999999999999","9.561","9.561","468.0"
280,"2017-01-23","16:53:00","9.567","9.567","9.562999999999999","9.562999999999999","421.0"
281,"2017-01-23","16:54:00","9.567","9.567","9.565","9.567","2358.0"
282,"2017-01-23","16:55:00","9.562999999999999","9.562999999999999","9.562999999999999","9.562999999999999","653.0"
283,"2017-01-23","16:56:00","9.568","9.568","9.56","9.56","2375.0"
284,"2017-01-23","16:59:00","9.565","9.565","9.562000000000001","9.562999999999999","1065.0"
285,"2017-01-23","17:00:00","9.562999999999999","9.562999999999999","9.56","9.56","1317.0"
286,"2017-01-23","17:01:00","9.562999999999999","9.562999999999999","9.562999999999999","9.562999999999999","15.0"
287,"2017-01-23","17:02:00","9.56","9.56","9.56","9.56","518.0"
288,"2017-01-23","17:04:00","9.567","9.57","9.565","9.565","4910.0"
289,"2017-01-23","17:06:00","9.57","9.57","9.568","9.568","1727.0"
290,"2017-01-23","17:07:00","9.576","9.576","9.572000000000001","9.572000000000001","350.0"
291,"2017-01-23","17:08:00","9.573","9.573","9.571","9.573","1456.0"
292,"2017-01-23","17:09:00","9.575","9.575","9.575","9.575","400.0"
293,"2017-01-23","17:10:00","9.576","9.576","9.573","9.574","2389.0"
294,"2017-01-23","17:11:00","9.576","9.577","9.573","9.577","539.0"
295,"2017-01-23","17:12:00","9.576","9.576","9.572000000000001","9.573","2696.0"
296,"2017-01-23","17:14:00","9.576","9.576","9.576","9.576","104.0"
297,"2017-01-23","17:15:00","9.568999999999999","9.574","9.568999999999999","9.572000000000001","2737.0"
298,"2017-01-23","17:16:00","9.567","9.567","9.562999999999999","9.567","3472.0"
299,"2017-01-23","17:17:00","9.572000000000001","9.572000000000001","9.562000000000001","9.565","12374.0"
300,"2017-01-23","17:18:00","9.572000000000001","9.572000000000001","9.568","9.57","1349.0"
301,"2017-01-23","17:19:00","9.578","9.578","9.573","9.573","2954.0"
302,"2017-01-23","17:20:00","9.578","9.578","9.578","9.578","86.0"
303,"2017-01-23","17:21:00","9.578","9.578","9.577","9.577","1372.0"
304,"2017-01-23","17:22:00","9.576","9.578","9.576","9.578","434.0"
305,"2017-01-23","17:23:00","9.574","9.576","9.574","9.576","1152.0"
306,"2017-01-23","17:24:00","9.573","9.573","9.573","9.573","670.0"
307,"2017-01-23","17:25:00","9.552999999999999","9.57","9.552999999999999","9.57","1248.0"
308,"2017-01-23","17:28:00","9.552999999999999","9.552999999999999","9.552","9.552","3029.0"
309,"2017-01-23","17:29:00","9.555","9.559","9.552999999999999","9.555","2450.0"
310,"2017-01-23","17:30:00","9.555","9.56","9.555","9.555","950.0"
311,"2017-01-23","17:36:00","9.555","9.555","9.555","9.555","240688.0"
312,"2017-01-23","17:36:00","9.55","9.55","9.55","9.55","4722.0"
313,"2017-01-24","09:02:00","9.55","9.55","9.549","9.549","3592.0"
314,"2017-01-24","09:03:00","9.56","9.56","9.555","9.555","1000.0"
315,"2017-01-24","09:04:00","9.585","9.585","9.57","9.57","1146.0"
316,"2017-01-24","09:05:00","9.595","9.595","9.58","9.58","2736.0"
317,"2017-01-24","09:06:00","9.599","9.599","9.597999999999999","9.597999999999999","1150.0"
318,"2017-01-24","09:07:00","9.594","9.594","9.594","9.594","625.0"
319,"2017-01-24","09:08:00","9.59","9.59","9.59","9.59","5000.0"
320,"2017-01-24","09:10:00","9.577","9.577","9.577","9.577","169.0"
321,"2017-01-24","09:11:00","9.589","9.589","9.575","9.577","245.0"
322,"2017-01-24","09:12:00","9.557","9.567","9.557","9.567","462.0"
323,"2017-01-24","09:15:00","9.558","9.558","9.558","9.558","194.0"
324,"2017-01-24","09:20:00","9.559","9.559","9.559","9.559","250.0"
325,"2017-01-24","09:22:00","9.559","9.559","9.559","9.559","332.0"
326,"2017-01-24","09:23:00","9.555","9.555","9.555","9.555","15.0"
327,"2017-01-24","09:24:00","9.559","9.56","9.549","9.555","2649.0"
328,"2017-01-24","09:25:00","9.561","9.561","9.559","9.559","3000.0"
329,"2017-01-24","09:26:00","9.559","9.559","9.559","9.559","60.0"
330,"2017-01-24","09:29:00","9.546","9.546","9.546","9.546","1748.0"
331,"2017-01-24","09:31:00","9.549","9.552","9.549","9.549","1453.0"
332,"2017-01-24","09:34:00","9.552","9.552","9.552","9.552","98.0"
333,"2017-01-24","09:35:00","9.548","9.55","9.546","9.55","5418.0"
334,"2017-01-24","09:37:00","9.564","9.564","9.556000000000001","9.556000000000001","5287.0"
335,"2017-01-24","09:40:00","9.58","9.58","9.568999999999999","9.568999999999999","2872.0"
336,"2017-01-24","09:41:00","9.568999999999999","9.582","9.568999999999999","9.582","274.0"
337,"2017-01-24","09:46:00","9.568999999999999","9.568999999999999","9.567","9.567","923.0"
338,"2017-01-24","09:48:00","9.575","9.575","9.575","9.575","6.0"
339,"2017-01-24","09:49:00","9.584","9.597000000000001","9.575","9.575","26242.0"
340,"2017-01-24","09:50:00","9.58","9.585","9.58","9.585","1181.0"
341,"2017-01-24","09:51:00","9.58","9.58","9.58","9.58","472.0"
342,"2017-01-24","09:54:00","9.597999999999999","9.597999999999999","9.592","9.592","2487.0"
343,"2017-01-24","09:55:00","9.597999999999999","9.597999999999999","9.596","9.596","1987.0"
344,"2017-01-24","09:56:00","9.588","9.594","9.588","9.594","1314.0"
