v1,v2,v3,v4,v5,v6,label,timestamp
-10.1,-4.48,-0.26,0.0,-0.01,0.0,0,2022-01-01 02:30:00
-10.11,-4.46,-0.14,0.0,0.0,0.0,0,2022-01-01 02:31:00
-10.11,-4.46,-0.14,0.0,0.0,0.0,0,2022-01-01 02:32:00
-10.1,-4.37,-0.1,0.02,-0.02,0.0,0,2022-01-01 02:33:00
-10.14,-4.47,-0.21,0.02,-0.02,0.0,0,2022-01-01 02:34:00
-10.14,-4.47,-0.21,0.02,-0.02,0.0,0,2022-01-01 02:35:00
-10.08,-4.51,-0.15,0.0,0.0,0.0,0,2022-01-01 02:36:00
-10.08,-4.51,-0.15,0.0,0.0,0.0,0,2022-01-01 02:37:00
-10.11,-4.47,-0.07,0.0,0.01,0.0,0,2022-01-01 02:38:00
-10.11,-4.47,-0.07,0.0,0.01,0.0,0,2022-01-01 02:39:00
-10.11,-4.49,0.0,0.0,0.0,0.0,0,2022-01-01 02:40:00
-10.11,-4.49,0.0,0.0,0.0,0.0,0,2022-01-01 02:41:00
-10.07,-4.49,-0.07,0.01,0.0,0.0,0,2022-01-01 02:42:00
-10.07,-4.49,-0.07,0.01,0.0,0.0,0,2022-01-01 02:43:00
-10.06,-4.47,-0.05,0.01,-0.01,0.0,0,2022-01-01 02:44:00
-10.1,-4.49,-0.13,0.02,-0.01,0.0,0,2022-01-01 02:45:00
-10.1,-4.49,-0.13,0.02,-0.01,0.0,0,2022-01-01 02:46:00
-10.1,-4.43,-0.12,0.02,0.0,0.0,0,2022-01-01 02:47:00
-10.1,-4.43,-0.12,0.02,0.0,0.0,0,2022-01-01 02:48:00
-10.0,-4.51,-0.14,0.01,0.0,0.0,0,2022-01-01 02:49:00
-10.0,-4.51,-0.14,0.01,0.0,0.0,0,2022-01-01 02:50:00
-10.1,-4.47,-0.08,0.0,0.01,0.0,0,2022-01-01 02:51:00
-10.1,-4.47,-0.08,0.0,0.01,0.0,0,2022-01-01 02:52:00
-10.1,-4.59,-0.06,0.0,0.01,0.0,0,2022-01-01 02:53:00
-10.1,-4.59,-0.06,0.0,0.01,0.0,0,2022-01-01 02:54:00
-10.15,-4.55,-0.05,0.01,0.0,0.0,0,2022-01-01 02:55:00
-10.11,-4.49,-0.09,0.02,0.0,0.0,0,2022-01-01 02:56:00
-10.11,-4.49,-0.09,0.02,0.0,0.0,0,2022-01-01 02:57:00
-10.05,-4.46,-0.1,0.02,-0.01,0.0,0,2022-01-01 02:58:00
-10.05,-4.46,-0.1,0.02,-0.01,0.0,0,2022-01-01 02:59:00
-10.07,-4.38,-0.07,0.02,0.0,0.0,0,2022-01-01 03:00:00
-10.07,-4.38,-0.07,0.02,0.0,0.0,0,2022-01-01 03:01:00
-10.08,-4.43,0.02,0.02,0.0,0.0,0,2022-01-01 03:02:00
-10.08,-4.43,0.02,0.02,0.0,0.0,0,2022-01-01 03:03:00
-10.05,-4.53,-0.09,0.02,-0.01,0.0,0,2022-01-01 03:04:00
-10.05,-4.53,-0.09,0.02,-0.01,0.0,0,2022-01-01 03:05:00
-10.08,-4.57,-0.18,0.02,0.0,0.0,0,2022-01-01 03:06:00
-10.11,-4.51,-0.11,0.01,0.01,0.0,0,2022-01-01 03:07:00
-10.11,-4.51,-0.11,0.01,0.01,0.0,0,2022-01-01 03:08:00
-10.11,-4.45,0.0,0.01,0.02,0.0,0,2022-01-01 03:09:00
-10.11,-4.45,0.0,0.01,0.02,0.0,0,2022-01-01 03:10:00
-10.09,-4.46,0.02,0.01,0.01,0.0,0,2022-01-01 03:11:00
-10.09,-4.46,0.02,0.01,0.01,0.0,0,2022-01-01 03:12:00
-10.09,-4.51,0.08,0.02,0.0,0.0,0,2022-01-01 03:13:00
-10.09,-4.51,0.08,0.02,0.0,0.0,0,2022-01-01 03:14:00
-10.16,-4.51,-0.1,0.04,-0.01,0.0,0,2022-01-01 03:15:00
-10.16,-4.51,-0.1,0.04,-0.01,0.0,0,2022-01-01 03:16:00
-10.13,-4.51,-0.26,0.03,0.0,0.0,0,2022-01-01 03:17:00
-10.08,-4.55,-0.11,0.01,0.03,0.0,0,2022-01-01 03:18:00
-10.08,-4.55,-0.11,0.01,0.03,0.0,0,2022-01-01 03:19:00
-10.06,-4.53,0.12,0.0,0.03,0.0,0,2022-01-01 03:20:00
-10.06,-4.53,0.12,0.0,0.03,0.0,0,2022-01-01 03:21:00
-10.09,-4.53,0.02,0.02,0.0,0.0,0,2022-01-01 03:22:00
-10.09,-4.53,0.02,0.02,0.0,0.0,0,2022-01-01 03:23:00
-10.08,-4.48,-0.2,0.02,-0.01,0.0,0,2022-01-01 03:24:00
-10.08,-4.48,-0.2,0.02,-0.01,0.0,0,2022-01-01 03:25:00
-10.08,-4.5,-0.24,0.01,0.0,0.0,0,2022-01-01 03:26:00
-10.08,-4.5,-0.24,0.01,0.0,0.0,0,2022-01-01 03:27:00
-10.06,-4.5,-0.05,0.0,0.03,0.0,0,2022-01-01 03:28:00
-10.11,-4.47,0.25,-0.01,0.02,0.0,0,2022-01-01 03:29:00
-10.11,-4.47,0.25,-0.01,0.02,0.0,0,2022-01-01 03:30:00
-10.02,-4.53,-0.12,0.0,0.0,0.0,0,2022-01-01 03:31:00
-10.02,-4.53,-0.12,0.0,0.0,0.0,0,2022-01-01 03:32:00
-10.16,-4.46,-0.15,0.0,0.0,0.0,0,2022-01-01 03:33:00
-10.16,-4.46,-0.15,0.0,0.0,0.0,0,2022-01-01 03:34:00
-10.11,-4.65,-0.09,0.0,0.0,0.0,0,2022-01-01 03:35:00
-10.11,-4.65,-0.09,0.0,0.0,0.0,0,2022-01-01 03:36:00
-10.05,-4.59,-0.03,0.0,0.0,0.0,0,2022-01-01 03:37:00
-10.05,-4.59,-0.03,0.0,0.0,0.0,0,2022-01-01 03:38:00
-10.05,-4.55,-0.03,0.0,0.0,0.0,0,2022-01-01 03:39:00
-10.13,-4.4,-0.22,0.0,0.0,0.0,0,2022-01-01 03:40:00
-10.13,-4.4,-0.22,0.0,0.0,0.0,0,2022-01-01 03:41:00
-10.1,-4.49,0.02,0.0,0.01,0.0,0,2022-01-01 03:42:00
-10.1,-4.49,0.02,0.0,0.01,0.0,0,2022-01-01 03:43:00
-10.01,-4.63,0.0,0.01,0.0,0.0,0,2022-01-01 03:44:00
-10.01,-4.63,0.0,0.01,0.0,0.0,0,2022-01-01 03:45:00
-10.02,-4.58,-0.2,0.01,0.0,0.0,0,2022-01-01 03:46:00
-10.02,-4.58,-0.2,0.01,0.0,0.0,0,2022-01-01 03:47:00
-10.16,-4.48,-0.08,0.01,0.02,0.0,0,2022-01-01 03:48:00
-10.16,-4.48,-0.08,0.01,0.02,0.0,0,2022-01-01 03:49:00
-10.17,-4.42,0.03,0.0,0.02,0.0,0,2022-01-01 03:50:00
-10.06,-4.51,0.03,0.01,0.01,0.0,0,2022-01-01 03:51:00
-10.06,-4.51,0.03,0.01,0.01,0.0,0,2022-01-01 03:52:00
-10.03,-4.51,0.04,0.02,0.0,0.0,0,2022-01-01 03:53:00
-10.03,-4.51,0.04,0.02,0.0,0.0,0,2022-01-01 03:54:00
-10.11,-4.4,-0.24,0.03,-0.01,0.0,0,2022-01-01 03:55:00
-10.11,-4.4,-0.24,0.03,-0.01,0.0,0,2022-01-01 03:56:00
-10.07,-4.42,-0.32,0.01,0.01,0.0,0,2022-01-01 03:57:00
-10.07,-4.42,-0.32,0.01,0.01,0.0,0,2022-01-01 03:58:00
-10.08,-4.5,-0.02,0.0,0.04,0.0,0,2022-01-01 03:59:00
-10.08,-4.5,-0.02,0.0,0.04,0.0,0,2022-01-01 04:00:00
-10.02,-4.57,0.08,0.0,0.03,0.0,0,2022-01-01 04:01:00
-10.08,-4.53,0.11,0.0,0.0,0.0,0,2022-01-01 04:02:00
-10.08,-4.53,0.11,0.0,0.0,0.0,0,2022-01-01 04:03:00
-10.13,-4.44,-0.16,0.02,-0.02,0.0,0,2022-01-01 04:04:00
-10.13,-4.44,-0.16,0.02,-0.02,0.0,0,2022-01-01 04:05:00
-10.14,-4.48,-0.28,0.01,-0.02,0.0,0,2022-01-01 04:06:00
-10.17,-4.46,0.0,0.0,0.01,0.01,0,2022-01-01 04:07:00
-10.06,-4.44,-0.11,0.0,0.0,0.0,0,2022-01-01 04:08:00
-10.06,-4.44,-0.11,0.0,0.0,0.0,0,2022-01-01 04:09:00
-10.05,-4.57,-0.16,0.0,0.0,0.0,0,2022-01-01 04:10:00
-10.05,-4.57,-0.16,0.0,0.0,0.0,0,2022-01-01 04:11:00
-10.02,-4.55,-0.1,-0.01,0.02,0.0,0,2022-01-01 04:12:00
-10.02,-4.55,-0.1,-0.01,0.02,0.0,0,2022-01-01 04:13:00
-10.11,-4.51,-0.03,-0.01,0.02,0.0,0,2022-01-01 04:14:00
-10.11,-4.51,-0.03,-0.01,0.02,0.0,0,2022-01-01 04:15:00
-10.03,-4.46,0.27,0.0,0.0,0.0,0,2022-01-01 04:16:00
-10.03,-4.46,0.27,0.0,0.0,0.0,0,2022-01-01 04:17:00
-10.03,-4.49,-0.18,0.01,-0.02,0.0,0,2022-01-01 04:18:00
-10.03,-4.49,-0.18,0.01,-0.02,0.0,0,2022-01-01 04:19:00
-10.14,-4.51,-0.35,0.01,0.0,0.0,0,2022-01-01 04:20:00
-10.08,-4.65,-0.02,0.0,0.03,0.0,0,2022-01-01 04:21:00
-10.06,-4.58,-0.02,0.0,0.01,0.0,0,2022-01-01 04:22:00
-10.06,-4.58,-0.02,0.0,0.01,0.0,0,2022-01-01 04:23:00
-10.16,-4.48,-0.06,0.01,0.0,0.01,0,2022-01-01 04:24:00
-10.16,-4.48,-0.06,0.01,0.0,0.01,0,2022-01-01 04:25:00
-10.1,-4.48,-0.09,0.01,0.0,0.0,0,2022-01-01 04:26:00
-10.1,-4.48,-0.09,0.01,0.0,0.0,0,2022-01-01 04:27:00
-10.03,-4.49,-0.19,0.0,0.01,0.0,0,2022-01-01 04:28:00
-10.03,-4.49,-0.19,0.0,0.01,0.0,0,2022-01-01 04:29:00
-10.01,-4.51,0.08,0.0,0.02,0.0,0,2022-01-01 04:30:00
-10.01,-4.51,0.08,0.0,0.02,0.0,0,2022-01-01 04:31:00
-10.1,-4.43,-0.12,0.01,0.0,0.01,0,2022-01-01 04:32:00
-10.1,-4.43,-0.12,0.01,0.0,0.01,0,2022-01-01 04:33:00
-10.19,-4.44,-0.32,0.01,0.0,0.0,0,2022-01-01 04:34:00
-10.19,-4.44,-0.32,0.01,0.0,0.0,0,2022-01-01 04:35:00
-10.07,-4.55,-0.11,0.0,0.03,0.0,0,2022-01-01 04:36:00
-10.07,-4.55,-0.11,0.0,0.03,0.0,0,2022-01-01 04:37:00
-10.01,-4.51,0.21,0.0,0.03,0.0,0,2022-01-01 04:38:00
-10.13,-4.46,0.0,0.01,0.0,0.0,0,2022-01-01 04:39:00
-10.13,-4.46,0.0,0.01,0.0,0.0,0,2022-01-01 04:40:00
-10.1,-4.43,-0.22,0.02,-0.01,0.0,0,2022-01-01 04:41:00
-10.1,-4.43,-0.22,0.02,-0.01,0.0,0,2022-01-01 04:42:00
-10.08,-4.59,-0.21,0.01,0.0,0.0,0,2022-01-01 04:43:00
-10.08,-4.59,-0.21,0.01,0.0,0.0,0,2022-01-01 04:44:00
-10.11,-4.5,0.05,0.0,0.01,0.0,0,2022-01-01 04:45:00
-10.11,-4.5,0.05,0.0,0.01,0.0,0,2022-01-01 04:46:00
-10.11,-4.45,-0.02,0.0,0.01,0.0,0,2022-01-01 04:47:00
-10.11,-4.45,-0.02,0.0,0.01,0.0,0,2022-01-01 04:48:00
-10.19,-4.5,-0.07,0.01,0.0,0.0,0,2022-01-01 04:49:00
-10.02,-4.59,-0.05,0.0,0.01,0.0,0,2022-01-01 04:50:00
-10.02,-4.59,-0.05,0.0,0.01,0.0,0,2022-01-01 04:51:00
-10.0,-4.55,-0.03,0.0,0.01,0.0,0,2022-01-01 04:52:00
-10.0,-4.55,-0.03,0.0,0.01,0.0,0,2022-01-01 04:53:00
-10.05,-4.48,0.07,0.0,0.0,0.0,0,2022-01-01 04:54:00
-10.05,-4.48,0.07,0.0,0.0,0.0,0,2022-01-01 04:55:00
-10.14,-4.38,-0.15,0.01,-0.02,0.0,0,2022-01-01 04:56:00
-10.14,-4.38,-0.15,0.01,-0.02,0.0,0,2022-01-01 04:57:00
-10.11,-4.45,-0.31,0.0,0.0,0.0,0,2022-01-01 04:58:00
-10.11,-4.45,-0.31,0.0,0.0,0.0,0,2022-01-01 04:59:00
-10.02,-4.57,-0.03,-0.01,0.03,0.0,0,2022-01-01 05:00:00
-10.0,-4.59,0.19,0.0,0.02,0.0,0,2022-01-01 05:01:00
-10.0,-4.59,0.19,0.0,0.02,0.0,0,2022-01-01 05:02:00
-10.11,-4.51,-0.06,0.01,-0.01,0.0,0,2022-01-01 05:03:00
-10.11,-4.51,-0.06,0.01,-0.01,0.0,0,2022-01-01 05:04:00
-10.13,-4.48,-0.28,0.02,-0.01,0.0,0,2022-01-01 05:05:00
-10.13,-4.48,-0.28,0.02,-0.01,0.0,0,2022-01-01 05:06:00
-10.13,-4.51,-0.14,0.0,0.02,0.0,0,2022-01-01 05:07:00
-10.08,-4.45,0.05,0.01,0.0,0.0,0,2022-01-01 05:08:00
-10.15,-4.44,-0.31,0.02,-0.01,0.0,0,2022-01-01 05:09:00
-10.15,-4.44,-0.31,0.02,-0.01,0.0,0,2022-01-01 05:10:00
-10.09,-4.54,-0.35,0.0,0.01,0.0,0,2022-01-01 05:11:00
-10.09,-4.54,-0.35,0.0,0.01,0.0,0,2022-01-01 05:12:00
-10.05,-4.54,0.13,0.0,0.04,0.0,0,2022-01-01 05:13:00
-10.05,-4.54,0.13,0.0,0.04,0.0,0,2022-01-01 05:14:00
-10.01,-4.47,0.06,0.0,0.02,0.0,0,2022-01-01 05:15:00
-10.01,-4.47,0.06,0.0,0.02,0.0,0,2022-01-01 05:16:00
-10.11,-4.41,-0.11,0.02,0.0,0.0,0,2022-01-01 05:17:00
-10.11,-4.41,-0.11,0.02,0.0,0.0,0,2022-01-01 05:18:00
-10.13,-4.46,-0.14,0.01,0.0,0.0,0,2022-01-01 05:19:00
-10.09,-4.55,0.03,0.0,0.0,0.0,0,2022-01-01 05:20:00
-10.09,-4.55,0.03,0.0,0.0,0.0,0,2022-01-01 05:21:00
-10.03,-4.5,0.0,0.01,0.0,0.0,0,2022-01-01 05:22:00
-10.03,-4.5,0.0,0.01,0.0,0.0,0,2022-01-01 05:23:00
-10.06,-4.51,-0.3,0.02,0.0,0.0,0,2022-01-01 05:24:00
-10.06,-4.51,-0.3,0.02,0.0,0.0,0,2022-01-01 05:25:00
-10.19,-4.4,-0.13,0.01,0.01,0.0,0,2022-01-01 05:26:00
-10.19,-4.4,-0.13,0.01,0.01,0.0,0,2022-01-01 05:27:00
-10.13,-4.7,0.0,0.0,0.02,0.0,0,2022-01-01 05:28:00
-10.13,-4.7,0.0,0.0,0.02,0.0,0,2022-01-01 05:29:00
-9.98,-4.59,-0.02,0.0,0.01,0.0,0,2022-01-01 05:30:00
